time,wx,wy,wz,qw,qx,qy,qz,angle_to_exclusion,angle_to_los,angle_to_docking,phase
728,-0.000283254,-0.008627,0.010169,0.529659,-0.092524,0.0801892,0.839328,154.683,92.0974,64.782,3
728.5,-0.000298846,-0.00856032,0.0100479,0.527688,-0.090547,0.0792222,0.840875,154.394,92.1589,64.4983,3
729,-0.000314232,-0.00849318,0.00992659,0.525736,-0.0885874,0.0782571,0.842395,154.108,92.2179,64.2176,3
729.5,-0.000329418,-0.0084256,0.00980502,0.523802,-0.0866453,0.077294,0.84389,153.826,92.2744,63.9398,3
730,-0.000344407,-0.00835757,0.00968329,0.521886,-0.084721,0.0763332,0.845358,153.546,92.3285,63.6652,3
730.5,-0.000359206,-0.00828911,0.00956146,0.519989,-0.0828144,0.0753747,0.846801,153.27,92.3801,63.3935,3
731,-0.000373821,-0.00822021,0.00943958,0.518111,-0.0809258,0.0744187,0.848218,152.998,92.4295,63.125,3
731.5,-0.000388255,-0.00815089,0.0093177,0.516252,-0.079055,0.0734653,0.84961,152.728,92.4765,62.8596,3
732,-0.000402516,-0.00808114,0.00919589,0.514413,-0.0772024,0.0725146,0.850976,152.462,92.5212,62.5973,3
732.5,-0.000416609,-0.00801096,0.0090742,0.512593,-0.0753679,0.0715669,0.852318,152.199,92.5637,62.3381,3
733,-0.000430539,-0.00794037,0.00895267,0.510792,-0.0735516,0.0706222,0.853636,151.939,92.604,62.082,3
733.5,-0.000444312,-0.00786937,0.00883136,0.509012,-0.0717536,0.0696806,0.854929,151.683,92.6421,61.8291,3
734,-0.000457934,-0.00779796,0.00871032,0.507251,-0.0699741,0.0687424,0.856198,151.43,92.6781,61.5793,3
734.5,-0.000471411,-0.00772615,0.00858959,0.505511,-0.068213,0.0678076,0.857443,151.181,92.7121,61.3327,3
735,-0.000484749,-0.00765393,0.00846923,0.50379,-0.0664705,0.0668763,0.858665,150.934,92.744,61.0893,3
735.5,-0.000497953,-0.00758132,0.00834928,0.50209,-0.0647467,0.0659487,0.859863,150.692,92.774,60.849,3
736,-0.000511029,-0.00750832,0.00822977,0.50041,-0.0630416,0.0650249,0.861039,150.452,92.802,60.6119,3
736.5,-0.000523984,-0.00743494,0.00811076,0.498751,-0.0613552,0.0641051,0.862191,150.216,92.8281,60.3779,3
737,-0.000536823,-0.00736116,0.00799228,0.497111,-0.0596878,0.0631893,0.863322,149.983,92.8524,60.1471,3
737.5,-0.000549553,-0.00728701,0.00787437,0.495493,-0.0580392,0.0622776,0.86443,149.754,92.8748,59.9195,3
738,-0.000562178,-0.00721249,0.00775707,0.493895,-0.0564097,0.0613702,0.865517,149.527,92.8954,59.695,3
738.5,-0.000574707,-0.00713759,0.00764041,0.492317,-0.0547993,0.0604672,0.866582,149.305,92.9143,59.4737,3
739,-0.000587143,-0.00706233,0.00752443,0.490761,-0.053208,0.0595687,0.867626,149.085,92.9315,59.2555,3
739.5,-0.000599494,-0.0069867,0.00740916,0.489224,-0.051636,0.0586747,0.868649,148.869,92.947,59.0404,3
740,-0.000611765,-0.00691072,0.00729463,0.487708,-0.0500832,0.0577855,0.869651,148.656,92.9609,58.8284,3
740.5,-0.000623963,-0.00683438,0.00718087,0.486213,-0.0485498,0.056901,0.870633,148.446,92.9732,58.6196,3
741,-0.000636093,-0.00675769,0.00706791,0.484738,-0.0470358,0.0560215,0.871595,148.24,92.9839,58.4138,3
741.5,-0.000648161,-0.00668065,0.00695577,0.483284,-0.0455412,0.0551469,0.872537,148.037,92.9932,58.2111,3
742,-0.000660173,-0.00660327,0.00684447,0.48185,-0.0440662,0.0542774,0.87346,147.837,93.0009,58.0115,3
742.5,-0.000672135,-0.00652555,0.00673405,0.480436,-0.0426109,0.053413,0.874364,147.64,93.0072,57.8149,3
743,-0.000684053,-0.0064475,0.00662451,0.479043,-0.0411751,0.0525539,0.875249,147.447,93.0121,57.6214,3
743.5,-0.000695933,-0.00636911,0.00651588,0.47767,-0.0397591,0.0517001,0.876115,147.256,93.0156,57.4308,3
744,-0.00070778,-0.0062904,0.00640818,0.476317,-0.0383629,0.0508517,0.876963,147.069,93.0177,57.2433,3
744.5,-0.0007196,-0.00621136,0.00630142,0.474984,-0.0369865,0.0500088,0.877794,146.885,93.0185,57.0587,3
745,-0.000731399,-0.00613201,0.00619562,0.473671,-0.03563,0.0491715,0.878606,146.704,93.0181,56.8771,3
745.5,-0.000743183,-0.00605234,0.00609078,0.472378,-0.0342935,0.0483398,0.879401,146.526,93.0164,56.6985,3
746,-0.000754958,-0.00597235,0.00598692,0.471104,-0.0329769,0.0475137,0.880179,146.351,93.0134,56.5227,3
746.5,-0.000766728,-0.00589207,0.00588406,0.469851,-0.0316805,0.0466935,0.880941,146.179,93.0093,56.3499,3
747,-0.000778499,-0.00581147,0.00578219,0.468616,-0.0304041,0.045879,0.881686,146.01,93.004,56.1799,3
747.5,-0.000790277,-0.00573058,0.00568132,0.467402,-0.029148,0.0450704,0.882414,145.844,92.9976,56.0127,3
748,-0.000802068,-0.00564939,0.00558146,0.466206,-0.0279121,0.0442678,0.883127,145.681,92.9901,55.8484,3
748.5,-0.000813876,-0.00556792,0.00548261,0.46503,-0.0266965,0.0434711,0.883824,145.521,92.9814,55.6869,3
749,-0.000825707,-0.00548615,0.00538478,0.463873,-0.0255012,0.0426805,0.884506,145.363,92.9718,55.5282,3
749.5,-0.000837566,-0.0054041,0.00528796,0.462734,-0.0243263,0.0418959,0.885172,145.209,92.961,55.3722,3
750,-0.000849458,-0.00532178,0.00519215,0.461615,-0.0231719,0.0411175,0.885824,145.057,92.9493,55.2189,3
750.5,-0.000861389,-0.00523917,0.00509735,0.460514,-0.022038,0.0403452,0.886461,144.908,92.9366,55.0684,3
751,-0.000873364,-0.0051563,0.00500356,0.459432,-0.0209246,0.0395792,0.887084,144.762,92.923,54.9205,3
751.5,-0.000885387,-0.00507316,0.00491077,0.458368,-0.0198318,0.0388194,0.887693,144.619,92.9084,54.7753,3
752,-0.000897463,-0.00498976,0.00481897,0.457322,-0.0187598,0.0380658,0.888288,144.478,92.8929,54.6327,3
752.5,-0.000909598,-0.0049061,0.00472816,0.456294,-0.0177084,0.0373186,0.88887,144.34,92.8764,54.4928,3
753,-0.000921797,-0.00482218,0.00463833,0.455285,-0.0166778,0.0365777,0.889438,144.205,92.8591,54.3554,3
753.5,-0.000934064,-0.00473802,0.00454946,0.454293,-0.015668,0.0358431,0.889993,144.072,92.841,54.2206,3
754,-0.000946403,-0.00465361,0.00446155,0.453319,-0.0146791,0.035115,0.890535,143.942,92.822,54.0883,3
754.5,-0.00095882,-0.00456896,0.00437458,0.452362,-0.0137111,0.0343932,0.891065,143.815,92.8022,53.9585,3
755,-0.000971319,-0.00448407,0.00428854,0.451423,-0.0127641,0.0336778,0.891583,143.69,92.7816,53.8312,3
755.5,-0.000983905,-0.00439895,0.00420342,0.450502,-0.0118382,0.0329689,0.892088,143.567,92.7602,53.7064,3
756,-0.000996582,-0.0043136,0.00411919,0.449597,-0.0109332,0.0322665,0.892582,143.447,92.738,53.584,3
756.5,-0.00100936,-0.00422803,0.00403584,0.448709,-0.0100495,0.0315705,0.893063,143.33,92.7151,53.4641,3
757,-0.00102223,-0.00414224,0.00395335,0.447839,-0.00918685,0.0308809,0.893534,143.215,92.6915,53.3465,3
757.5,-0.00103521,-0.00405624,0.0038717,0.446985,-0.00834546,0.0301979,0.893993,143.102,92.6671,53.2313,3
758,-0.00104829,-0.00397003,0.00379087,0.446147,-0.00752534,0.0295213,0.894441,142.992,92.642,53.1185,3
758.5,-0.00106149,-0.00388361,0.00371085,0.445326,-0.00672654,0.0288512,0.894878,142.884,92.6162,53.008,3
759,-0.00107481,-0.00379699,0.0036316,0.444522,-0.00594911,0.0281875,0.895305,142.778,92.5897,52.8998,3
759.5,-0.00108825,-0.00371017,0.00355311,0.443734,-0.00519309,0.0275304,0.895721,142.675,92.5626,52.7939,3
760,-0.00110181,-0.00362317,0.00347534,0.442962,-0.00445854,0.0268797,0.896126,142.574,92.5347,52.6902,3
760.5,-0.00111551,-0.00353597,0.00339829,0.442206,-0.00374549,0.0262355,0.896522,142.475,92.5063,52.5888,3
761,-0.00112934,-0.0034486,0.00332191,0.441466,-0.003054,0.0255977,0.896907,142.379,92.4772,52.4897,3
761.5,-0.0011433,-0.00336105,0.00324619,0.440742,-0.00238412,0.0249664,0.897283,142.285,92.4474,52.3927,3
762,-0.00115741,-0.00327333,0.0031711,0.440034,-0.00173588,0.0243415,0.897649,142.193,92.417,52.298,3
762.5,-0.00117167,-0.00318544,0.00309661,0.439342,-0.00110933,0.023723,0.898006,142.103,92.386,52.2054,3
763,-0.00118607,-0.00309739,0.00302269,0.438665,-0.000504516,0.0231109,0.898353,142.015,92.3544,52.115,3
763.5,-0.00120063,-0.00300919,0.00294932,0.438003,7.85146e-05,0.0225053,0.898692,141.93,92.3222,52.0268,3
764,-0.00121535,-0.00292083,0.00287646,0.437357,0.000639721,0.0219059,0.899021,141.847,92.2894,51.9407,3
764.5,-0.00123023,-0.00283233,0.00280408,0.436727,0.00117906,0.0213129,0.899341,141.765,92.256,51.8567,3
765,-0.00124528,-0.00274369,0.00273216,0.436112,0.00169649,0.0207263,0.899652,141.686,92.2221,51.7748,3
765.5,-0.00126049,-0.00265492,0.00266066,0.435512,0.00219197,0.0201459,0.899955,141.609,92.1875,51.695,3
766,-0.00127588,-0.00256601,0.00258955,0.434927,0.00266545,0.0195717,0.900249,141.534,92.1524,51.6173,3
766.5,-0.00129145,-0.00247699,0.0025188,0.434357,0.00311691,0.0190039,0.900535,141.461,92.1167,51.5417,3
767,-0.0013072,-0.00238784,0.00244839,0.433803,0.00354629,0.0184422,0.900812,141.391,92.0804,51.4681,3
767.5,-0.00132314,-0.00229858,0.00237827,0.433263,0.00395355,0.0178866,0.901081,141.322,92.0436,51.3966,3
768,-0.00133927,-0.00220922,0.00230841,0.432739,0.00433867,0.0173372,0.901342,141.255,92.0063,51.3272,3
768.5,-0.00135559,-0.00211975,0.00223879,0.43223,0.0047016,0.0167939,0.901595,141.191,91.9683,51.2598,3
769,-0.00137211,-0.00203019,0.00216936,0.431736,0.00504231,0.0162567,0.90184,141.128,91.9298,51.1944,3
769.5,-0.00138883,-0.00194055,0.0021001,0.431256,0.00536075,0.0157255,0.902077,141.067,91.8908,51.131,3
770,-0.00140576,-0.00185082,0.00203098,0.430792,0.0056569,0.0152002,0.902305,141.009,91.8512,51.0697,3
770.5,-0.0014229,-0.00176101,0.00196195,0.430343,0.00593072,0.0146809,0.902527,140.952,91.8111,51.0104,3
771,-0.00144025,-0.00167113,0.00189299,0.429909,0.00618218,0.0141675,0.90274,140.897,91.7704,50.9531,3
771.5,-0.00145782,-0.00158119,0.00182407,0.429489,0.00641124,0.0136599,0.902946,140.845,91.7292,50.8979,3
772,-0.00147562,-0.0014912,0.00175514,0.429085,0.00661787,0.0131581,0.903144,140.794,91.6874,50.8446,3
772.5,-0.00149364,-0.00140115,0.00168618,0.428696,0.00680204,0.0126621,0.903334,140.745,91.6451,50.7934,3
773,-0.0015119,-0.00131106,0.00161716,0.428322,0.00696372,0.0121717,0.903517,140.698,91.6022,50.7442,3
773.5,-0.00153039,-0.00122094,0.00154803,0.427963,0.00710289,0.011687,0.903693,140.654,91.5588,50.697,3
774,-0.00154912,-0.00113078,0.00147878,0.42762,0.00721951,0.0112079,0.90386,140.611,91.5148,50.6518,3
774.5,-0.0015681,-0.0010406,0.00140936,0.427292,0.00731356,0.0107343,0.904021,140.57,91.4703,50.6087,3
775,-0.00158733,-0.000950403,0.00133975,0.426979,0.00738501,0.0102661,0.904173,140.531,91.4252,50.5676,3
775.5,-0.00160681,-0.000860198,0.0012699,0.426681,0.00743384,0.00980342,0.904318,140.495,91.3795,50.5285,3
776,-0.00162655,-0.000769993,0.0011998,0.426399,0.00746003,0.00934603,0.904456,140.46,91.3333,50.4915,3
776.5,-0.00164656,-0.000679794,0.00112941,0.426133,0.00746355,0.00889393,0.904586,140.427,91.2865,50.4565,3
777,-0.00166684,-0.000589608,0.00105869,0.425882,0.00744438,0.00844703,0.904709,140.396,91.2391,50.4236,3
777.5,-0.00168739,-0.000499444,0.000987625,0.425647,0.0074025,0.00800529,0.904824,140.368,91.1912,50.3927,3
778,-0.00170822,-0.000409309,0.000916175,0.425427,0.0073379,0.00756861,0.904931,140.341,91.1426,50.3639,3
778.5,-0.00172934,-0.000319211,0.000844313,0.425224,0.00725055,0.00713694,0.905031,140.316,91.0935,50.3372,3
779,-0.00175074,-0.000229159,0.000772011,0.425036,0.00714044,0.0067102,0.905123,140.293,91.0438,50.3126,3
779.5,-0.00177244,-0.00013916,0.000699239,0.424865,0.00700755,0.00628832,0.905208,140.273,90.9935,50.2902,3
780,-0.00179445,-4.92231e-05,0.000625971,0.42471,0.00685188,0.0058712,0.905284,140.254,90.9426,50.2698,3
780.5,-0.00181676,4.06438e-05,0.00055218,0.424572,0.00667341,0.00545878,0.905353,140.237,90.891,50.2516,3
781,-0.00183938,0.000130432,0.000477838,0.42445,0.00647213,0.00505097,0.905414,140.223,90.8389,50.2355,3
781.5,-0.00186232,0.000220132,0.00040292,0.424344,0.00624803,0.00464769,0.905467,140.211,90.7861,50.2215,3
782,-0.00188559,0.000309736,0.000327402,0.424256,0.0060011,0.00424884,0.905513,140.2,90.7326,50.2098,3
782.5,-0.00190919,0.000399234,0.000251259,0.424184,0.00573133,0.00385435,0.90555,140.192,90.6786,50.2003,3
783,-0.00193312,0.000488618,0.000174468,0.424129,0.00543873,0.00346411,0.905579,140.186,90.6238,50.1929,3
783.5,-0.0019574,0.000577878,9.7007e-05,0.424092,0.00512329,0.00307803,0.905599,140.182,90.5684,50.1878,3
784,-0.00198202,0.000667004,1.88542e-05,0.424072,0.004785,0.00269602,0.905612,140.18,90.5123,50.185,3
784.5,-0.002007,0.000755987,-6.00108e-05,0.42407,0.00442387,0.00231798,0.905616,140.181,90.4555,50.1844,3
785,-0.00203235,0.000844817,-0.000139607,0.424085,0.0040399,0.0019438,0.905611,140.183,90.398,50.1861,3
785.5,-0.00205806,0.000933484,-0.000219954,0.424118,0.00363309,0.00157338,0.905598,140.188,90.3398,50.1901,3
786,-0.00208416,0.00102198,-0.000301067,0.424169,0.00320345,0.00120661,0.905576,140.195,90.2809,50.1964,3
786.5,-0.00211063,0.00111029,-0.000382965,0.424239,0.00275098,0.000843382,0.905546,140.204,90.2213,50.2051,3
787,-0.0021375,0.00119841,-0.00046566,0.424327,0.00227569,0.000483584,0.905506,140.216,90.1608,50.2161,3
787.5,-0.00216476,0.00128632,-0.000549168,0.424433,0.00177759,0.000127099,0.905458,140.229,90.0996,50.2296,3
788,-0.00219243,0.00137402,-0.000633502,0.424558,0.0012567,-0.000226193,0.9054,140.245,90.0377,50.2454,3
788.5,-0.00222051,0.00146149,-0.000718671,0.424702,0.000713022,-0.000576412,0.905333,140.264,89.9749,50.2637,3
789,-0.00224902,0.00154873,-0.000804687,0.424865,0.000146578,-0.000923685,0.905256,140.284,89.9113,50.2844,3
789.5,-0.00227795,0.00163571,-0.000891558,0.425048,-0.000442617,-0.00126814,0.90517,140.307,89.8469,50.3076,3
790,-0.00230732,0.00172244,-0.000979292,0.42525,-0.00105454,-0.00160991,0.905074,140.332,89.7816,50.3333,3
790.5,-0.00233713,0.0018089,-0.00106789,0.425471,-0.00168918,-0.00194912,0.904968,140.36,89.7155,50.3616,3
791,-0.0023674,0.00189507,-0.00115737,0.425713,-0.0023465,-0.00228592,0.904852,140.39,89.6485,50.3923,3
791.5,-0.00239812,0.00198095,-0.00124772,0.425974,-0.00302649,-0.00262044,0.904727,140.423,89.5806,50.4257,3
792,-0.00242932,0.00206652,-0.00133894,0.426256,-0.00372911,-0.00295284,0.90459,140.457,89.5118,50.4616,3
792.5,-0.002461,0.00215178,-0.00143105,0.426558,-0.00445434,-0.00328326,0.904444,140.495,89.442,50.5002,3
793,-0.00249316,0.0022367,-0.00152402,0.42688,-0.00520214,-0.00361184,0.904286,140.534,89.3712,50.5414,3
793.5,-0.00252582,0.00232127,-0.00161787,0.427223,-0.00597248,-0.00393875,0.904118,140.576,89.2995,50.5852,3
794,-0.00255898,0.00240549,-0.00171258,0.427587,-0.00676534,-0.00426415,0.903939,140.621,89.2268,50.6318,3
794.5,-0.00259265,0.00248934,-0.00180815,0.427972,-0.00758066,-0.0045882,0.903748,140.668,89.153,50.681,3
795,-0.00262685,0.00257281,-0.00190458,0.428378,-0.00841841,-0.00491105,0.903547,140.718,89.0782,50.733,3
795.5,-0.00266157,0.00265588,-0.00200183,0.428806,-0.00927855,-0.00523289,0.903334,140.77,89.0023,50.7877,3
796,-0.00269684,0.00273854,-0.00209992,0.429255,-0.010161,-0.00555389,0.903109,140.825,88.9254,50.8452,3
796.5,-0.00273266,0.00282078,-0.00219882,0.429726,-0.0110658,-0.00587423,0.902872,140.882,88.8473,50.9054,3
797,-0.00276904,0.00290258,-0.00229851,0.430219,-0.0119929,-0.00619407,0.902624,140.941,88.768,50.9685,3
797.5,-0.00280598,0.00298393,-0.00239898,0.430733,-0.0129421,-0.00651362,0.902363,141.004,88.6876,51.0344,3
798,-0.0028435,0.00306482,-0.0025002,0.43127,-0.0139135,-0.00683307,0.90209,141.069,88.6059,51.1032,3
798.5,-0.00288161,0.00314523,-0.00260216,0.431829,-0.014907,-0.00715259,0.901804,141.136,88.523,51.1749,3
799,-0.00292032,0.00322514,-0.00270483,0.43241,-0.0159225,-0.00747239,0.901506,141.206,88.4389,51.2494,3
799.5,-0.00295963,0.00330455,-0.00280818,0.433014,-0.01696,-0.00779268,0.901194,141.278,88.3535,51.3268,3
800,-0.00299956,0.00338343,-0.00291218,0.43364,-0.0180194,-0.00811365,0.90087,141.353,88.2667,51.4072,3
800.5,-0.00304012,0.00346178,-0.0030168,0.434289,-0.0191007,-0.00843552,0.900532,141.431,88.1786,51.4905,3
801,-0.00308131,0.00353957,-0.00312201,0.43496,-0.0202037,-0.0087585,0.90018,141.511,88.0892,51.5767,3
801.5,-0.00312315,0.0036168,-0.00322778,0.435654,-0.0213285,-0.0090828,0.899815,141.594,87.9983,51.6659,3
802,-0.00316564,0.00369345,-0.00333406,0.436372,-0.0224749,-0.00940864,0.899437,141.679,87.906,51.7581,3
802.5,-0.0032088,0.00376951,-0.00344081,0.437112,-0.0236429,-0.00973626,0.899044,141.767,87.8122,51.8533,3
803,-0.00325263,0.00384495,-0.00354799,0.437875,-0.0248324,-0.0100659,0.898637,141.858,87.7168,51.9515,3
803.5,-0.00329714,0.00391976,-0.00365556,0.438661,-0.0260433,-0.0103977,0.898215,141.951,87.62,52.0527,3
804,-0.00334235,0.00399394,-0.00376347,0.43947,-0.0272755,-0.010732,0.897779,142.046,87.5216,52.1569,3
804.5,-0.00338826,0.00406746,-0.00387167,0.440302,-0.028529,-0.011069,0.897328,142.144,87.4215,52.2641,3
805,-0.00343488,0.0041403,-0.00398011,0.441157,-0.0298037,-0.011409,0.896862,142.245,87.3198,52.3743,3
805.5,-0.00348223,0.00421246,-0.00408872,0.442035,-0.0310994,-0.0117522,0.896381,142.348,87.2165,52.4876,3
806,-0.0035303,0.00428392,-0.00419746,0.442936,-0.0324162,-0.0120988,0.895885,142.453,87.1114,52.6038,3
806.5,-0.00357912,0.00435466,-0.00430626,0.44386,-0.0337539,-0.0124491,0.895374,142.561,87.0045,52.7231,3
807,-0.00362869,0.00442467,-0.00441507,0.444806,-0.0351123,-0.0128034,0.894847,142.671,86.8959,52.8455,3
807.5,-0.00367901,0.00449393,-0.00452381,0.445776,-0.0364915,-0.0131618,0.894304,142.784,86.7854,52.9708,3
808,-0.00373011,0.00456243,-0.00463242,0.446768,-0.0378913,-0.0135248,0.893745,142.898,86.6731,53.0992,3
808.5,-0.00378198,0.00463015,-0.00474083,0.447782,-0.0393116,-0.0138925,0.89317,143.016,86.5589,53.2305,3
809,-0.00383463,0.00469708,-0.00484896,0.448819,-0.0407523,-0.0142653,0.892579,143.135,86.4427,53.3649,3
809.5,-0.00388808,0.0047632,-0.00495675,0.449877,-0.0422133,-0.0146433,0.891972,143.256,86.3246,53.5022,3
810,-0.00394233,0.0048285,-0.0050641,0.450958,-0.0436945,-0.0150269,0.891348,143.38,86.2044,53.6425,3
810.5,-0.00399739,0.00489297,-0.00517095,0.452061,-0.0451958,-0.0154163,0.890708,143.506,86.0822,53.7857,3
811,-0.00405327,0.00495659,-0.0052772,0.453185,-0.0467171,-0.0158118,0.890051,143.633,85.9579,53.9319,3
811.5,-0.00410998,0.00501935,-0.00538278,0.454331,-0.0482583,-0.0162138,0.889377,143.763,85.8315,54.081,3
812,-0.00416752,0.00508123,-0.00548759,0.455497,-0.0498192,-0.0166224,0.888687,143.894,85.7028,54.2329,3
812.5,-0.0042259,0.00514222,-0.00559154,0.456685,-0.0513998,-0.017038,0.887979,144.028,85.572,54.3877,3
813,-0.00428513,0.00520231,-0.00569454,0.457892,-0.0529998,-0.0174608,0.887255,144.163,85.439,54.5453,3
813.5,-0.00434521,0.00526148,-0.00579649,0.45912,-0.0546193,-0.0178912,0.886513,144.299,85.3036,54.7057,3
814,-0.00440615,0.00531973,-0.00589729,0.460368,-0.0562581,-0.0183294,0.885754,144.438,85.166,54.8688,3
814.5,-0.00446797,0.00537704,-0.00599685,0.461635,-0.057916,-0.0187757,0.884978,144.577,85.026,55.0346,3
815,-0.00453065,0.0054334,-0.00609505,0.462921,-0.059593,-0.0192305,0.884185,144.718,84.8835,55.2032,3
815.5,-0.00459422,0.00548881,-0.0061918,0.464226,-0.0612889,-0.0196939,0.883374,144.861,84.7387,55.3743,3
816,-0.00465867,0.00554324,-0.00628698,0.465549,-0.0630036,-0.0201663,0.882547,145.004,84.5914,55.548,3
816.5,-0.00472401,0.00559669,-0.00638047,0.466889,-0.064737,-0.020648,0.881701,145.149,84.4416,55.7242,3
817,-0.00479025,0.00564916,-0.00647218,0.468246,-0.0664889,-0.0211392,0.880839,145.294,84.2892,55.9029,3
817.5,-0.00485739,0.00570063,-0.00656198,0.46962,-0.0682592,-0.0216403,0.87996,145.441,84.1343,56.084,3
818,-0.00492543,0.00575109,-0.00664974,0.471011,-0.0700479,-0.0221515,0.879063,145.588,83.9768,56.2675,3
818.5,-0.00499439,0.00580055,-0.00673536,0.472416,-0.0718547,-0.0226731,0.878149,145.735,83.8166,56.4532,3
819,-0.00506425,0.00584899,-0.00681871,0.473836,-0.0736796,-0.0232054,0.877218,145.883,83.6538,56.6411,3
819.5,-0.00513503,0.00589641,-0.00689967,0.475271,-0.0755224,-0.0237487,0.876271,146.031,83.4882,56.8312,3
820,-0.00520673,0.0059428,-0.0069781,0.476719,-0.077383,-0.0243032,0.875306,146.18,83.3199,57.0233,3
820.5,-0.00527935,0.00598817,-0.00705387,0.478179,-0.0792613,-0.0248692,0.874325,146.328,83.1489,57.2175,3
821,-0.00535289,0.0060325,-0.00712686,0.479652,-0.0811572,-0.025447,0.873327,146.476,82.975,57.4135,3
821.5,-0.00542736,0.0060758,-0.00719694,0.481136,-0.0830705,-0.0260368,0.872313,146.624,82.7984,57.6113,3
822,-0.00550275,0.00611807,-0.00726396,0.482631,-0.0850012,-0.026639,0.871282,146.771,82.6189,57.8109,3
822.5,-0.00557908,0.00615931,-0.00732779,0.484135,-0.0869491,-0.0272537,0.870236,146.917,82.4365,58.012,3
823,-0.00565633,0.00619952,-0.0073883,0.485648,-0.0889141,-0.0278811,0.869174,147.063,82.2513,58.2147,3
823.5,-0.00573451,0.0062387,-0.00744533,0.487169,-0.0908961,-0.0285216,0.868096,147.207,82.0631,58.4189,3
824,-0.00581362,0.00627686,-0.00749876,0.488697,-0.092895,-0.0291754,0.867003,147.35,81.872,58.6243,3
824.5,-0.00589365,0.00631401,-0.00754843,0.490231,-0.0949107,-0.0298427,0.865895,147.492,81.6779,58.8309,3
825,-0.00597462,0.00635015,-0.00759421,0.491771,-0.0969431,-0.0305236,0.864773,147.631,81.4809,59.0386,3
825.5,-0.00605651,0.00638529,-0.00763594,0.493314,-0.0989921,-0.0312185,0.863636,147.769,81.2808,59.2473,3
826,-0.00613933,0.00641944,-0.00767348,0.49486,-0.101058,-0.0319275,0.862485,147.905,81.0778,59.4568,3
826.5,-0.00622308,0.00645262,-0.00770668,0.496409,-0.10314,-0.0326509,0.861321,148.038,80.8718,59.6671,3
827,-0.00630774,0.00648483,-0.00773539,0.497959,-0.105238,-0.0333887,0.860144,148.169,80.6627,59.8779,3
827.5,-0.00639332,0.0065161,-0.00775947,0.499508,-0.107353,-0.0341411,0.858954,148.296,80.4506,60.0891,3
828,-0.00647982,0.00654643,-0.00777876,0.501056,-0.109484,-0.0349084,0.857752,148.421,80.2354,60.3007,3
828.5,-0.00656723,0.00657585,-0.00779311,0.502601,-0.111631,-0.0356906,0.856538,148.542,80.0172,60.5124,3
829,-0.00665555,0.00660438,-0.00780236,0.504143,-0.113794,-0.036488,0.855312,148.66,79.796,60.7241,3
